route_id,trip_id,stop_id,scheduled_arrival,actual_arrival,delay_minutes,calculated_delay,punctuality_status
Route_B,ae9bec36-35c7-436c-9b99-62c6e61fecc0,9,2025-11-03 04:46:59,2025-11-03 05:26:59,40,40.0,Very Late
Route_A,c7b5b2bc-5a8a-4eca-9a50-aec3aabc25fa,20,2025-11-18 06:22:17,2025-11-18 06:21:17,-1,-1.0,Early
Route_D,f94d6204-6808-493f-9fed-2c43e256a6dc,7,2025-11-21 05:10:59,2025-11-21 05:13:59,3,3.0,On Time
Route_B,ee0caeb5-ecfe-4b99-a790-cebdbfddc3d9,12,2025-11-02 13:52:44,2025-11-02 13:54:44,2,2.0,On Time
Route_D,ccc56569-f9e8-4369-a999-b735dd56cc94,15,2025-10-30 16:20:27,2025-10-30 16:25:27,5,5.0,On Time
Route_A,2dea9493-0658-463a-a98c-206fe1a47e10,11,2025-11-07 05:05:02,2025-11-07 05:05:02,0,0.0,Early
Route_C,cd5f4822-6966-48aa-ae49-f329c84a7b28,12,2025-11-03 03:11:44,2025-11-03 03:13:44,2,2.0,On Time
Route_A,b386f7a4-c991-403f-a8c1-3091444d610b,16,2025-10-27 08:00:01,2025-10-27 07:59:01,-1,-1.0,Early
Route_C,dbccc477-09e9-4b0a-9f46-529061ee411a,4,2025-11-13 22:27:13,2025-11-13 22:32:13,5,5.0,On Time
Route_E,eb1fa9f2-d10b-41d0-b317-347038f16a81,1,2025-11-13 10:21:07,2025-11-13 10:20:07,-1,-1.0,Early
Route_C,cb9bc326-d20e-4c17-8e20-fd1a598336e3,16,2025-11-02 03:13:40,2025-11-02 03:56:40,43,43.0,Very Late
Route_E,3170f437-a8f7-4f5a-860e-df5b39118497,12,2025-11-10 10:18:23,2025-11-10 10:23:23,5,5.0,On Time
Route_B,11c58ef0-dd46-4c09-8752-87aa5408f9ac,12,2025-11-04 15:15:51,2025-11-04 15:47:51,32,32.0,Very Late
Route_C,6651529e-8268-490b-a438-25b559e4b671,10,2025-11-17 02:47:47,2025-11-17 02:48:47,1,1.0,On Time
Route_D,1d870966-0710-4430-b071-d87954c63cd8,18,2025-11-03 18:23:51,2025-11-03 18:25:51,2,2.0,On Time
Route_D,fbc9f87a-f668-4617-94a1-875d2db69edb,12,2025-11-03 23:21:02,2025-11-03 23:22:02,1,1.0,On Time
Route_E,6f3f920c-98b8-44cc-9bc0-44fc09cb3942,8,2025-11-07 20:48:52,2025-11-07 20:51:52,3,3.0,On Time
Route_E,6fb78271-504d-481f-8953-5b63ba81edd9,8,2025-11-20 12:20:40,2025-11-20 12:32:40,12,12.0,Late
Route_A,629c2ae3-1d9a-4659-82ec-9f2dfbf6e16f,8,2025-11-19 01:50:01,2025-11-19 01:51:01,1,1.0,On Time
Route_A,b572f3d0-0b5c-4a6a-8135-7e8c30a900ad,14,2025-11-12 06:06:13,2025-11-12 06:06:13,0,0.0,Early
Route_E,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,20,2025-11-17 05:24:07,2025-11-17 05:25:07,1,1.0,On Time
Route_B,bdf070aa-f0b5-456b-b82c-9074afd5dea5,8,2025-10-31 15:37:21,2025-10-31 16:03:21,26,26.0,Very Late
Route_A,f2e9702d-11e9-4daa-ae69-81a35d3d9e56,6,2025-11-07 02:46:15,2025-11-07 02:44:15,-2,-2.0,Early
Route_B,d9178793-a9d3-42e6-905c-c6869f871ce7,5,2025-10-28 03:15:32,2025-10-28 03:19:32,4,4.0,On Time
Route_B,81d2c7de-4ce1-4b90-a669-7833b841d0a0,20,2025-11-06 02:24:09,2025-11-06 02:26:09,2,2.0,On Time
Route_D,6703b636-5380-4904-a88c-7015aab97e49,8,2025-11-05 10:31:23,2025-11-05 10:29:23,-2,-2.0,Early
Route_C,6ba25efe-311c-4eb6-a095-eef68dedf9fb,9,2025-11-09 11:47:46,2025-11-09 11:45:46,-2,-2.0,Early
Route_B,2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,14,2025-11-20 23:11:12,2025-11-20 23:27:12,16,16.0,Very Late
Route_D,8c459ce2-67f4-4ad5-8d0b-0d1a91b0e1d9,11,2025-10-22 02:31:58,2025-10-22 02:35:58,4,4.0,On Time
Route_B,6e0d2648-35ce-4841-8973-2d6c4dcabfb7,4,2025-11-19 05:47:28,2025-11-19 05:49:28,2,2.0,On Time
Route_B,77097749-527e-4cfa-a79a-c9aa9b4e2c24,10,2025-11-12 12:46:40,2025-11-12 12:46:40,0,0.0,Early
Route_B,82dc4c8e-36b5-429a-acf5-e81e71316269,14,2025-11-14 01:21:42,2025-11-14 01:33:42,12,12.0,Late
Route_C,cbc84759-f5b7-4cc7-a6b3-c944cb323e35,13,2025-10-30 07:45:53,2025-10-30 07:56:53,11,11.0,Late
Route_D,83f4a9a9-48a6-49d0-95b5-2908a8aa7158,8,2025-11-21 03:33:04,2025-11-21 03:37:04,4,4.0,On Time
Route_B,f3b63fe1-d184-4324-97e8-392a55cee5db,4,2025-11-02 11:42:06,2025-11-02 12:15:06,33,33.0,Very Late
Route_A,ce7ae7f6-3982-4cff-8f77-a665ac3c5640,2,2025-10-31 18:03:47,2025-10-31 18:07:47,4,4.0,On Time
Route_B,3eae0032-0bd4-4990-8640-be0f25b8fd4b,19,2025-11-14 03:38:02,2025-11-14 03:41:02,3,3.0,On Time
Route_C,12a4def0-c4bb-47a9-9988-68dd9c7c7377,20,2025-11-13 04:39:29,2025-11-13 04:41:29,2,2.0,On Time
Route_D,935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,11,2025-10-31 12:35:36,2025-10-31 12:35:36,0,0.0,Early
Route_D,7e8f8095-624c-49b6-b244-45a7b7e58481,4,2025-11-10 11:41:21,2025-11-10 11:46:21,5,5.0,On Time
Route_B,b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,2,2025-10-22 08:31:12,2025-10-22 08:36:12,5,5.0,On Time
Route_B,c521bf2d-dc45-4539-803f-3538e4855aa1,11,2025-10-27 06:14:35,2025-10-27 06:56:35,42,42.0,Very Late
Route_A,2d06e8cf-3805-4907-acd6-6193c7468f59,1,2025-11-16 05:31:28,2025-11-16 05:34:28,3,3.0,On Time
Route_D,3fcb7546-8eb2-4579-8cdb-1ca476ecbdd6,17,2025-10-27 23:27:10,2025-10-27 23:38:10,11,11.0,Late
Route_C,76f2dbfe-cd29-436f-a222-82e174daaebf,12,2025-11-16 20:52:24,2025-11-16 20:53:24,1,1.0,On Time
Route_E,513a7052-986f-4025-8f15-ba58fce68504,6,2025-11-12 13:41:43,2025-11-12 13:41:43,0,0.0,Early
Route_B,e45b712e-b822-4688-90a4-44329cd6c852,13,2025-11-15 14:10:09,2025-11-15 14:46:09,36,36.0,Very Late
Route_A,8c41561b-e827-41b9-94a0-2e536d3ee1dc,10,2025-11-12 17:35:13,2025-11-12 17:56:13,21,21.0,Very Late
Route_C,dc8aee30-be60-43f7-a8be-9288e5af6e39,3,2025-11-14 03:05:44,2025-11-14 03:06:44,1,1.0,On Time
Route_D,3f4b1a70-c074-418e-825a-609f7337c599,2,2025-11-04 13:09:04,2025-11-04 13:08:04,-1,-1.0,Early
Route_B,7c0e8cd8-8573-4793-8715-b2b9c40c5d91,19,2025-11-02 16:48:05,2025-11-02 16:48:05,0,0.0,Early
Route_D,b6aae05b-13d5-42f7-b09b-7d97464c04af,2,2025-11-04 22:57:26,2025-11-04 23:01:26,4,4.0,On Time
Route_A,51d87c64-55fa-4ab8-858f-1f193c07c574,11,2025-11-17 07:22:58,2025-11-17 07:24:58,2,2.0,On Time
Route_A,3b33f3d8-269c-4696-a36c-7b8714a0bccb,9,2025-11-09 16:19:42,2025-11-09 16:19:42,0,0.0,Early
Route_E,36c59dac-b4d7-428e-a71e-3ee2b1a6b1f1,8,2025-10-25 04:53:31,2025-10-25 04:52:31,-1,-1.0,Early
Route_C,8ae8905b-54b4-4482-a858-6eba6a34c854,3,2025-11-13 16:54:04,2025-11-13 17:21:04,27,27.0,Very Late
Route_D,d5385b0e-34f3-493c-8ff0-a55c6a702e2f,1,2025-11-11 11:33:45,2025-11-11 11:32:45,-1,-1.0,Early
Route_B,95863a76-c511-45ff-a7a3-7e8163b4c08b,14,2025-10-23 00:48:58,2025-10-23 00:49:58,1,1.0,On Time
Route_A,9360715f-c3fe-4183-a172-b725db52ca58,2,2025-11-09 13:14:09,2025-11-09 13:36:09,22,22.0,Very Late
Route_B,5a0cdd7c-f157-4470-8182-67c47a1b5806,15,2025-11-05 13:58:08,2025-11-05 13:57:08,-1,-1.0,Early
Route_B,e4429ebb-da7b-4095-a3d6-2a39c0e3befd,11,2025-11-11 10:15:18,2025-11-11 10:15:18,0,0.0,Early
Route_D,8bcf53a1-bc10-4a52-bf5d-2fdf89c8d2ab,1,2025-11-20 08:54:00,2025-11-20 09:27:00,33,33.0,Very Late
Route_A,382c043f-7cfc-4b79-b875-394ce5d6f6e6,3,2025-11-04 08:03:09,2025-11-04 08:42:09,39,39.0,Very Late
Route_E,638c254c-076e-4bba-bc53-08bf6f92f25e,2,2025-11-07 09:40:45,2025-11-07 09:45:45,5,5.0,On Time
Route_D,67814c1f-cc53-4e36-addc-3e13ab3b4d37,10,2025-10-30 02:21:03,2025-10-30 02:21:03,0,0.0,Early
Route_B,20ac3703-eb67-446a-b7a6-e17cd72b6108,19,2025-11-21 07:02:30,2025-11-21 07:00:30,-2,-2.0,Early
Route_A,64de82e6-e82c-4d7b-86e7-45f988bc539c,2,2025-11-19 19:39:54,2025-11-19 19:43:54,4,4.0,On Time
Route_B,157d94a1-06f0-48ff-a9ba-5a27907bfe36,8,2025-11-11 21:25:48,2025-11-11 21:27:48,2,2.0,On Time
Route_C,2e85cb21-7631-4e9d-9de9-f86322bd3388,10,2025-10-24 12:38:45,2025-10-24 12:42:45,4,4.0,On Time
Route_E,362f5e5c-53cd-4268-a10c-f37342999aa4,16,2025-11-13 03:49:23,2025-11-13 03:49:23,0,0.0,Early
Route_E,e1301617-c2df-4335-9666-6f9f53ac2ab9,19,2025-11-09 11:46:26,2025-11-09 11:49:26,3,3.0,On Time
Route_E,d4f8fd72-f382-4cfd-8083-b73a473bd358,16,2025-11-11 13:13:07,2025-11-11 13:14:07,1,1.0,On Time
Route_D,78660765-14f7-4e8d-95bc-b8d04094dded,5,2025-10-23 00:38:35,2025-10-23 00:45:35,7,7.0,Late
Route_B,fff9f585-0d55-4b61-8a17-5dfebfc00dc8,20,2025-11-08 01:47:36,2025-11-08 01:49:36,2,2.0,On Time
Route_B,c7fee39f-1190-4938-a66f-d7f739669fa7,13,2025-10-24 00:57:50,2025-10-24 00:58:50,1,1.0,On Time
Route_C,3f4df561-f319-4125-87f1-94f9c1156d6d,11,2025-10-31 18:19:55,2025-10-31 18:18:55,-1,-1.0,Early
Route_D,2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8,11,2025-11-02 15:59:06,2025-11-02 16:21:06,22,22.0,Very Late
Route_C,1d48a071-ab61-47b1-b93b-4c3220500494,12,2025-11-18 11:07:55,2025-11-18 11:29:55,22,22.0,Very Late
Route_E,b31022f0-770c-4798-b7cc-863bf2a03459,16,2025-11-03 12:36:19,2025-11-03 12:38:19,2,2.0,On Time
Route_B,9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,14,2025-11-20 13:33:16,2025-11-20 14:03:16,30,30.0,Very Late
Route_B,1d5206ab-b7e6-427c-bf78-0e3ff6b751f7,18,2025-10-30 00:51:39,2025-10-30 00:50:39,-1,-1.0,Early
Route_A,9424aed5-1bac-4c15-8fa0-3f26f6f7f0cc,3,2025-10-23 07:58:39,2025-10-23 07:57:39,-1,-1.0,Early
Route_B,ad66a1bd-9367-4a02-8fdc-6e1bedcb8cb6,2,2025-11-09 07:19:27,2025-11-09 07:45:27,26,26.0,Very Late
Route_D,32c5bd89-b70b-4420-b104-3785658b2523,14,2025-10-25 18:36:08,2025-10-25 19:12:08,36,36.0,Very Late
Route_E,a092f52a-d4a0-47a7-b0cc-1b3b9793b9b4,11,2025-11-02 21:00:00,2025-11-02 21:45:00,45,45.0,Very Late
